0,,"ん？　もう報酬は受け取っただろう？
また次回の任務でな",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,0
0,,"先の森の魔物討伐における報酬を
支給している
まだ受け取っていないなら
保管ボックスから受け取るといい",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,1
0,,"先の戦闘の評価でお前の活躍は相当のものだった
追加報酬として
シークレットアビリティが送られることになった
これがその報酬だ",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,2
0,,"解決してもすぐまた次の問題が湧いて出る
困ったものだ",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,3
0,,"――それにしても
少し前から《古の祭祀場》での魔物報告が
相次いでいる",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,4
0,,"竜力が淀みやすい場所だとは聞いていたが
こうも続くとは――
お互い気が抜けんな",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,5
0,,"あまり話しかけてくれるなよ？
団には覚者を良く思わない者が多いからな",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,6
0,,"夜や雨天は、普段とは違う魔物が現れる
ま、外に出る時は天候も気をつけることだ",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,7
0,,"エントリーは歓迎するが、お前は先になすべき
ミッションがあるみたいだな
そちらを終わらせるか、取り消してから
あらためて顔を出してくれ",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,8
0,,"さきほど入った《古の祭祀場》最新情報に
よれば魔物は今姿を晦ましているようだ
出現情報が入り次第、エントリー受付を再開する",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,9
0,,"どうにか《古の祭祀場》の件は事なきを得た
――お前への報酬は今回出ていないが
エントの確認など、協力の噂は聞いていたぞ
次は力を借りることになりそうだな",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,10
0,,ん、どうした？,,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,11
0,,"ふん――
レオが姿を消したと聞いてどうなることかと
思っていたが――",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,12
0,,せいぜい、仲良くしようではないか,,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,13
0,,"覚者になりたいと思うこともあったが
おまえを見ていてわかったよ",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,14
0,,"集団の力を信じ、その一部であることに
喜びを感じるわたしは
覚者には向いていないようだ",,ui\00_message\npc\base\n1017.gmd,\npc\n1017.arc,n1017.arc,15
0,,"ゲルト騎士団長は義に厚く寛大な御方だ
我々は白竜様とあの方に仕えることに
誇りを感じている",,ui\00_message\npc\base\n1018.gmd,\npc\n1018.arc,n1018.arc,0
0,,"白竜様の加護があるのは
お前達だけではないぞ、覚者",,ui\00_message\npc\base\n1018.gmd,\npc\n1018.arc,n1018.arc,1
0,,"まったく、ジョゼフ神官は騎士団ではなく
なぜいつも覚者隊ばかり――",,ui\00_message\npc\base\n1018.gmd,\npc\n1018.arc,n1018.arc,2
0,,"覚者隊の者か
なにか用か",,ui\00_message\npc\base\n1018.gmd,\npc\n1018.arc,n1018.arc,3
0,,"白竜神殿は我々白衛騎士団が
全力を持ってお守りする
竜の盾たる我々がな",,ui\00_message\npc\base\n1019.gmd,\npc\n1019.arc,n1019.arc,0
0,,"この神殿は、白竜様に仕える者が集い
守り続けてきた由緒ある尊い場所",,ui\00_message\npc\base\n1019.gmd,\npc\n1019.arc,n1019.arc,1
0,,"我々白騎団、お前たち覚者隊
双方にとってそれは変わらん",,ui\00_message\npc\base\n1019.gmd,\npc\n1019.arc,n1019.arc,2
0,,特に異常はない,,ui\00_message\npc\base\n1019.gmd,\npc\n1019.arc,n1019.arc,3
0,,"何やら空から光の玉が降ってきたと
いうじゃないか",,ui\00_message\npc\base\n1019.gmd,\npc\n1019.arc,n1019.arc,4
0,,"つい最近のオーク共の攻撃といい
面倒なことが続くな",,ui\00_message\npc\base\n1019.gmd,\npc\n1019.arc,n1019.arc,5
0,,"覚者隊からも見張りの担当を
立てて貰いたいものだ",,ui\00_message\npc\base\n1019.gmd,\npc\n1019.arc,n1019.arc,6
0,,聞きたい事でもあるのか？,,ui\00_message\npc\base\n1019.gmd,\npc\n1019.arc,n1019.arc,7
0,,"おお！！　黄金竜討伐の重要任務
お疲れ様でございます！
保管ボックスに報酬が納められております
どうぞお受け取りを！",,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,0
0,,"そういえば！
覚者殿に、黄金竜討伐任務の戦果に対して
特別報酬が出ております！",,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,1
0,,"こちらがその、秘伝のアビリティだそうです！
どうぞお受け取りを！",,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,2
0,,"今回の任務、お疲れ様でございます！
報酬はもうお受け取りになられた
ようですね。次回もぜひ――！",,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,3
0,,自分、どんな任務でも頑張ります！,,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,4
0,,神殿と白竜様のためなら命を賭ける覚悟です！,,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,5
0,,自分はこの《謎の礎》の守番なのです,,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,6
0,,"これは、神殿がこの地にできる前からすでに
あったものだと言われておりますが
正確なところは分かっておりません",,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,7
0,,"ただ、必ず白騎団か覚者隊のものが
目を離さず番をしておかなければならぬと
言われているそうです",,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,8
0,,"覚者殿、しかしあなたはどうやら他の
重要ミッションを受けておられるようです
現在参加予定のミッションを終了するか
辞退された方がよろしいかと――",,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,9
0,,"覚者殿、現在入っている情報によりますと
かの黄金竜は礎の先から姿を消している様子
次の討伐隊派遣まで、もうしばらくお待ちください",,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,10
0,,"ああ、覚者さま！
なんとか此度の危機を乗り切ったようです
――聞くところによると、大戦果をおさめた方は
かなりの報酬がでるとか。ぜひ覚者殿も、次回は！",,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,11
0,,ハイ、自分に用ですか,,ui\00_message\npc\base\n1020.gmd,\npc\n1020.arc,n1020.arc,12
0,,"覚者さま、仲間と旅をする上で
最も重要なこと――
それは、協力そして意思疎通",,ui\00_message\npc\base\n1021.gmd,\npc\n1021.arc,n1021.arc,0
0,,"それには、《チャット》そして《エモート》
という二つの大きな手段がございます",,ui\00_message\npc\base\n1021.gmd,\npc\n1021.arc,n1021.arc,1
0,,"言葉を介する、《チャット》は
欠かせぬコミュニケーション手段です
声かけによってのみなし得る協力もありましょう",,ui\00_message\npc\base\n1021.gmd,\npc\n1021.arc,n1021.arc,2
0,,"《エモート》は、相手と言葉を越え解り合い
絆を育む良き手段
使うことで親睦も深まりましょう",,ui\00_message\npc\base\n1021.gmd,\npc\n1021.arc,n1021.arc,3
0,,"この神殿は多くの騎士様、そして
あなたがた覚者様によって支えられています
白竜様のご加護がありますように",,ui\00_message\npc\base\n1021.gmd,\npc\n1021.arc,n1021.arc,4
0,,"言葉を伝える《チャット》と
身振りで伝える《エモート》――
この二つをお忘れなきよう",,ui\00_message\npc\base\n1021.gmd,\npc\n1021.arc,n1021.arc,5
0,,覚者さま、何かご用でしょうか,,ui\00_message\npc\base\n1021.gmd,\npc\n1021.arc,n1021.arc,6
0,,"レスタニアニュース以外にも
日々の小さな事件は《クエストボード》に
多く寄せられておりますぞ",,ui\00_message\npc\base\n1022.gmd,\npc\n1022.arc,n1022.arc,0
0,,"《レスタニアニュース》は
読んで頂いておりますかな？
私が集めた情報の粋を！",,ui\00_message\npc\base\n1022.gmd,\npc\n1022.arc,n1022.arc,1
0,,"いやぁ、こうして覚者さまの役に
立てることが私の生き甲斐でしてね！
ペンで剣を動かすなんて――おっと失礼！",,ui\00_message\npc\base\n1022.gmd,\npc\n1022.arc,n1022.arc,2
0,,おお、これは覚者さま！,,ui\00_message\npc\base\n1022.gmd,\npc\n1022.arc,n1022.arc,3
0,,"これは覚者さま！
一大事ですな、ほら――《滅びの渦》です",,ui\00_message\npc\base\n1022.gmd,\npc\n1022.arc,n1022.arc,4
0,,"《滅びの渦》の真下には
《黒剣》というものが突き刺さっていて
大地から竜力を吸い上げているのだとか――",,ui\00_message\npc\base\n1022.gmd,\npc\n1022.arc,n1022.arc,5
0,,"我々一般人には、詳細が知らされておりません
目にした天変地異に怯えるばかりなのですよ
そこで、少しでも不安を軽減できればと――",,ui\00_message\npc\base\n1022.gmd,\npc\n1022.arc,n1022.arc,6
0,,"しかし、こんな情報を伝えたところで
より不安になることは目に見えていますからな
結局、記事にはしていないのです",,ui\00_message\npc\base\n1022.gmd,\npc\n1022.arc,n1022.arc,7
0,,"覚者さまのご活躍を
また記事にできる日を楽しみにしておりますぞ！",,ui\00_message\npc\base\n1022.gmd,\npc\n1022.arc,n1022.arc,8
0,,いい男、どっかにいないかな～,,ui\00_message\npc\base\n1023.gmd,\npc\n1023.arc,n1023.arc,0
0,,"逞しくってワイルドな戦士もいいけど
知的で紳士な術士もいいわよね
悩むなぁ～",,ui\00_message\npc\base\n1023.gmd,\npc\n1023.arc,n1023.arc,1
0,,"うーん
でもやっぱり、お金持ちがいいかしら",,ui\00_message\npc\base\n1023.gmd,\npc\n1023.arc,n1023.arc,2
0,,うふふ、あらなぁに？,,ui\00_message\npc\base\n1023.gmd,\npc\n1023.arc,n1023.arc,3
0,,"お休みでしたら、一泊
<VAL PRICE_INN>になります
すっかり疲れは取れますぞ
泊まっていかれますかな？","お休みでしたら、一泊
<VAL PRICE_INN>になります
すっかり疲れは取れますぞ
泊まっていかれますかな？",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,0
0,,はい,Yes,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,1
0,,いいえ,No,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,2
0,,"おお、《弱化の治療》ですかな、では
<VAL PRICE_WEAK>ほど必要となりますが
よろしいですかな？","おお、《弱化の治療》ですかな、では
<VAL PRICE_WEAK>ほど必要となりますが
よろしいですかな？",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,3
0,,はい,Yes,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,4
0,,いいえ,No,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,5
0,,"おや、《弱化》には掛っていないようですぞ
治療の必要はないようですな","おや、《弱化》には掛っていないようですぞ
治療の必要はないようですな",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,6
0,,"長旅前にはゆっくりお休みを取り
万全の状態になされませ","長旅前にはゆっくりお休みを取り
万全の状態になされませ",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,7
0,,"体調不安は旅に響きますぞ
覚者さまとて人間、無理はなさいますな","体調不安は旅に響きますぞ
覚者さまとて人間、無理はなさいますな",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,8
0,,"ようこそおいでくださいました
お部屋のご用意はすぐにできますぞ","ようこそおいでくださいました
お部屋のご用意はすぐにできますぞ",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,9
0,,"おお、これはこれは覚者さま
ジョゼフ神官から事情は聞いておりますぞ
ささ、我が家と思いご自由にお休み下され","おお、これはこれは覚者さま
ジョゼフ神官から事情は聞いておりますぞ
ささ、我が家と思いご自由にお休み下され",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,10
0,,はい,Yes,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,11
0,,いいえ,No,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,12
0,,"旅先で疲れがたまると、回復魔法だけでは
疲労は取り切れなくなりますぞ","旅先で疲れがたまると、回復魔法だけでは
疲労は取り切れなくなりますぞ",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,13
0,,"薬でも疲れはとれますが、やはり本調子に
戻るには快眠がいちばんでしょうな","薬でも疲れはとれますが、やはり本調子に
戻るには快眠がいちばんでしょうな",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,14
0,,"ジュリアのことですか
いつかはこの宿屋の跡を継ぐというものですから
まずは覚者様を自室へご案内するよう頼んだところ
あのように張り切ってしまいましてな――","ジュリアのことですか
いつかはこの宿屋の跡を継ぐというものですから
まずは覚者様を自室へご案内するよう頼んだところ
あのように張り切ってしまいましてな――",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,15
0,,"ご迷惑をおかけしていないでしょうか？
良い子なのですが、たまに一生懸命に
なりすぎるきらいがあるもので――","ご迷惑をおかけしていないでしょうか？
良い子なのですが、たまに一生懸命に
なりすぎるきらいがあるもので――",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,16
0,,お疲れでしたら、ぜひわが宿で休息を,お疲れでしたら、ぜひわが宿で休息を,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,17
0,,"パーティーメンバーの方の部屋を
ご訪問されるのでしたら
手配をお手伝いいたしましょう","パーティーメンバーの方の部屋を
ご訪問されるのでしたら
手配をお手伝いいたしましょう",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,18
0,,"パーティーメンバーの参加を待ちましょう
お相手のあることですから
少々時間がかかるかもしれませんな","パーティーメンバーの参加を待ちましょう
お相手のあることですから
少々時間がかかるかもしれませんな",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,19
0,,パーティーリーダーの部屋に行かれるのですかな？,パーティーリーダーの部屋に行かれるのですかな？,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,20
0,,はい,Yes,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,21
0,,いいえ,No,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,22
0,,"パーティーリーダーが
部屋への訪問を募集していないようです
――勝手に上がりこむわけにはゆきませんからな","パーティーリーダーが
部屋への訪問を募集していないようです
――勝手に上がりこむわけにはゆきませんからな",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,23
0,,"おや、覚者さま
パーティーメンバーの部屋を訪問するには
まずパーティーを組まねばなりません
でないと、ご案内できませんからな――","おや、覚者さま
パーティーメンバーの部屋を訪問するには
まずパーティーを組まねばなりません
でないと、ご案内できませんからな――",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,24
0,,"――これは失礼いたしました
覚者さまにはまだ《自室》を
ご案内していなかったようです","――これは失礼いたしました
覚者さまにはまだ《自室》を
ご案内していなかったようです",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,25
0,,"そこにおります娘のジュリアが
覚者さまを《自室》へとご案内いたします
まずは自室で一息つかれるとよいでしょう","そこにおります娘のジュリアが
覚者さまを《自室》へとご案内いたします
まずは自室で一息つかれるとよいでしょう",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,26
0,,"現在、パーティーメンバーの皆さまに対して
<COL b92828><VAL></COL>
と公表しています
変更をご希望ですかな？","現在、パーティーメンバーの皆さまに対して
<COL b92828><VAL></COL>
と公表しています
変更をご希望ですかな？",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,27
0,,変更しない,Do not change,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,28
0,,設定を変更：訪問を許可する,Change setting: Visit Allowed,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,29
0,,設定を変更：訪問を許可しない,Change setting: Visit Denied,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,30
0,,"ええ、それでは
<COL b92828><VAL></COL>　のままにしておきましょう","ええ、それでは
<COL b92828><VAL></COL>　のままにしておきましょう",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,31
0,,"わかりました、それでは
<COL b92828><VAL></COL>　に変更しておきましょう","わかりました、それでは
<COL b92828><VAL></COL>　に変更しておきましょう",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,32
0,,"おや、自室訪問の許可を設定されていませんね
<COL b92828>自室を訪問するには＜自室訪問設定＞から
自室訪問を許可していただく必要がありますぞ</COL>","おや、自室訪問の許可を設定されていませんね
<COL b92828>自室を訪問するには＜自室訪問設定＞から
自室訪問を許可していただく必要がありますぞ</COL>",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,33
0,,どちらのお部屋に行かれますかな？,どちらのお部屋に行かれますかな？,ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,34
0,,"おお、覚者さま
みなまではお聞きしませぬ
お部屋の準備は整っております","おお、覚者さま
みなまではお聞きしませぬ
お部屋の準備は整っております",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,35
0,,"覚者の統率でいる重圧もあることでしょう
体調に響かぬよう、休息もお取りください","覚者の統率でいる重圧もあることでしょう
体調に響かぬよう、休息もお取りください",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,36
0,,"あの禍々しい《滅びの渦》――
あんなものを作りだす敵に
果たして人の身で敵うものでしょうか","あの禍々しい《滅びの渦》――
あんなものを作りだす敵に
果たして人の身で敵うものでしょうか",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,37
0,,"十分にお休みいただくほか
何もできないのが歯がゆくもありますな","十分にお休みいただくほか
何もできないのが歯がゆくもありますな",ui\00_message\npc\base\n1024.gmd,\npc\n1024.arc,n1024.arc,38
0,,"魔物討伐の報酬はすでに支給されたはずだ
私の記憶はたしかだ",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,0
0,,"覚者よ、魔物討伐の報酬が支給されたそうだ
保管ボックスより受け取ってくれ",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,1
0,,"もうひとつ言付かっている、覚者よ
かの魔物撃退への貢献が認められ
“すごいアビリティ”がもらえるそうだ
これがどうやらそうらしい――受け取れ",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,2
0,,"私はファビオ様のもの
他の者の命令は受け付けない",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,3
0,,"知らない覚者についていくなと
厳しく言いつけられている",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,4
0,,"商店区の店ではなく、ファビオ様との
アイテム取り引きを強く勧める",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,5
0,,"――呼び込み？　と言われていたか
とにかく、ここで覚者たちにそう伝えるよう
私は言いつかっている",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,6
0,,"私の魅力ならできる、との事だ
よろしく頼む",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,7
0,,"主は私によく問われる
ポーンとは、人か、それとも物か？
私には答えられぬ問いだ",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,8
0,,"――ああ、だが覚者よ
すでに別のミッションを引き受けたようだな
ならそちらを済ますか、辞退するのが筋だろう
その後、あらためて参加を頼みたい",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,9
0,,"――その件なのだが、かの魔物は
現在どうやら姿を消しているらしい
目撃情報が入り次第、討伐隊の再募集を
予定している",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,10
0,,"どうやら、かの魔物を退散せしめたようだ
――覚者よ。あなた宛の報酬は預かっていないが
機会がくれば、ぜひ助力を",,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,11
0,,覚者よ、私に何か？,,ui\00_message\npc\base\n1025.gmd,\npc\n1025.arc,n1025.arc,12
0,,"覚者さま、そういえばこのようなお話を
ご存知でしょうか？
《良質の装備品》、《珍しいアイテム》を持つ
魔物についてでございます",,ui\00_message\npc\base\n1026.gmd,\npc\n1026.arc,n1026.arc,0
0,,"エリアマスターの覚者アルフレドさまから
お聞きしたのですが、それぞれの地域には
《魔物警戒スポット》なる場所があるそうです",,ui\00_message\npc\base\n1026.gmd,\npc\n1026.arc,n1026.arc,1
0,,"そういったスポットに巣くう魔物は多くの
覚者と戦い、時として遺物かもしれぬ
装備やアイテムを落とすのだとか",,ui\00_message\npc\base\n1026.gmd,\npc\n1026.arc,n1026.arc,2
0,,"危険は大きいかもしれませんが
クラフトや購入以外で覚者さまの装備調達
手段となるかもしれません",,ui\00_message\npc\base\n1026.gmd,\npc\n1026.arc,n1026.arc,3
0,,"詳しくは、各地のエリアマスターを
お訪ねくださいませ
そういった場所の多くは、エリアに
関わる中で明らかになるそうですよ",,ui\00_message\npc\base\n1026.gmd,\npc\n1026.arc,n1026.arc,4
0,,"必要な素材のいくらかは、クラフトルーム
にも備えております
奥にいるギリアムとマコーミックにご相談ください",,ui\00_message\npc\base\n1026.gmd,\npc\n1026.arc,n1026.arc,5
0,,"アイテム、武器防具、そしてジュエリー
あなたと共にある品を、私たちポーンが
製作致しましょう",,ui\00_message\npc\base\n1026.gmd,\npc\n1026.arc,n1026.arc,6
0,,"いかなる品の製作をお望みでしょう？
望みを仰ってください、覚者さま",,ui\00_message\npc\base\n1026.gmd,\npc\n1026.arc,n1026.arc,7
0,,"ようこそ覚者さま
――あら、あなたさまはまだポーンとの契約を
交わしておられないようですね",,ui\00_message\npc\base\n1026.gmd,\npc\n1026.arc,n1026.arc,8
0,,"クラフトの技はポーンの技
あなたさまがご自身のポーンをお持ちに
なられた時、再びお訪ねください",,ui\00_message\npc\base\n1026.gmd,\npc\n1026.arc,n1026.arc,9
0,,"ようこそ覚者さま
創造と精錬の場、《クラフトルーム》へ
なんなりとご用命を",,ui\00_message\npc\base\n1026.gmd,\npc\n1026.arc,n1026.arc,10
0,,"今回の砦防衛の報酬はどうだった？
次もぜひ力を貸してくれ！",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,0
0,,"グリッテン砦防衛の功績に対し報酬が出ているぞ
保管ボックスより受け取ってくれ",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,1
0,,"こたびの協力に感謝する
戦果を称え、特別なアビリティが
送られることになったぞ
さぁ、受け取ってくれ！",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,2
0,,"ヴァネッサ副隊長は美しいだけではないぞ！
あの人は類まれなる剣の使い手でもある",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,3
0,,"剣の腕を磨きたければ、それなりの
武功を示して弟子入り志願するんだな",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,4
0,,"参加表明は嬉しいが、どうやらお前は
すでに他のミッションへの参加予定があるようだ
先にそちらを達成するか、取り消し連絡を
してからあらためて来てくれ",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,5
0,,"俺はグリッテン砦の連絡員だ
砦で緊急事態が起こった時は
俺から連絡する",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,6
0,,"ヴァネッサ副隊長は本当に
人遣いが荒くてなぁ
だが、ふふふ、それがいい！",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,7
0,,"オークどもめ、性懲りもなく
砦を攻めようとは
しかも奴らは臭くてかなわんしなぁ",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,8
0,,"今回のグリッテン砦防衛戦は終了した
――ん？　お前あてに預かっている報酬はないようだ
ぜひまた力を貸してくれ！",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,9
0,,よう、俺に何か用か？,,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,10
0,,よう、大変なことになったな,,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,11
0,,"大人しく滅びを待つつもりはない
もとより白竜さまに捧げた命だ
惜しいとは思わん",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,12
0,,お前の部下たちの様子はどうだ？,,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,13
0,,"それにしても、お前も大きくなったよなぁ
ひよっこの頃から見てきてるんだ
感慨深くもなる",,ui\00_message\npc\base\n1027.gmd,\npc\n1027.arc,n1027.arc,14
