0,,"さっき一つ食べてみました
甘くてすごく美味しかったです",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,35
0,,"何個だって貰いますよ
隊長からの贈り物を
この俺が拒むワケないですから",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,36
0,,"そうそう、さっき貰った《特製チョコレート》
もう無くなっちゃったんだ",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,37
0,,"ゆっくり味わおうと思ったのに
あっという間にとろけるから、つい――
また貰えると嬉しいよ",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,38
0,,"《特製チョコレート》をありがとう！
甘くてとっても美味しかったよ",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,39
0,,"美味しくって何個でも食べられちゃいそう――
あんまり食べると、パメラに怒られちゃうかな
でも、もしまた作ったなら欲しいなあ",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,40
0,,"隊長、私にくれるって信じてたよ！
ありがとう！",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,41
0,,"さすが隊長、とっても美味しかったよ！
何個でも食べられちゃう
また作った時はよろしくね",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,42
0,,"覚者様
チョコレートは≪厳選カカオ≫と≪癒しの薬≫から
作ることができます",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,43
0,,"もし、お持ちでないようでしたら
≪厳選カカオ≫は敵を討伐することで
≪癒しの薬≫はバザーや素材屋などで入手できます",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,44
0,,まずは必要な素材を入手なさってください,,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,45
0,,"また、チョレートのレシピは
消耗品の＜体力回復＞の項目に
追加してあります",,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,46
0,,隊長、俺に――！,,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,47
0,,珍しいモノを貰えるんだって？,,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,48
0,,欲しいです！,,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,49
0,,もちろん私にくれるよね？,,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,50
0,,俺は要らねぇぞ！,,ui\00_message\quest\q60200025.gmd,\quest\q60200025.arc,q60200025.arc,51
0,,"ハッピーバレンタイン！
愛を伝えるお祭りってとっても素敵！
頑張って作ったお菓子を
喜んで食べてもらえるんだもの",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,0
0,,"アナタもたくさんチョコレートをあげて
みんなでハッピーになりましょう！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,1
0,,ハッピーバレンタイン！,,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,2
0,,"今回のお祭りの挨拶はコレだ！
「ハッピーバレンタイン　彼らの名前」
をSayで実行してみると、
返事が来るかもしれんぞ！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,3
0,,"ふふ、この服が気になるのか？
これはシェリーちゃんが選んでくれたのだ！
まさに""愛の伝道師""といったところか！
――ん、良い響きだ",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,4
0,,"そう、私と愛しのシェリーちゃんは
""愛の伝道師""として
レスタニアに愛を伝えに来たのだ！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,5
0,,"君もチョコレートを渡したのなら、
晴れて""愛の伝道師""の仲間入りだ！
時には武器でなく、愛をその手に持って
想いを届けてもいいのではないか？",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,6
0,,"わかってねぇな
こういうのはよ、誰が一番になるかってのを
賭けるのが楽しいんだろうが",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,7
0,,"ま、たまにはコッチ側ってのも悪くはないわな
チョコレートってやつも、マズくはなかったからな",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,8
0,,"このお祭りで、もし俺が渡す側だったら
もちろん、隊長に渡してますよ",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,9
0,,"俺からの敬意をありったけ込めた
特大のチョコレートを――
隊長の右腕なんですから、当然ですよね！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,10
0,,"チョコレートの美味しさの源について
ぼくなりに考えてみたんだ――",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,11
0,,"油分と甘味、それから香り――
でも、それ以外にも気分が高揚する何かが
入っているような気がするな
何なんだろう",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,12
0,,"想いをチョコレートにして届ける――
なんて素敵なお祭りなんでしょうか！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,13
0,,"私も日頃お世話になっている人たちに
感謝を形にして届けてみたいです！
今度、チョコレートの作り方を教えてくださいね",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,14
0,,"このお祭りで渡すチョコレート――
これは、レスタニアで流行ること
間違いなしだと思うな！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,15
0,,"中に木の実とかお酒を
入れてみてもいいと思わない？
あー、また食べたくなってきちゃった！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,16
0,,なぁに？　私じゃなくて、みんなに渡してあげてね,,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,17
0,,"ハッハッハッ！　ハッピーバレンタイン！
私はシェリーちゃんから特大チョコを貰ったぞ！
君は誰にチョコレートを渡すんだ？",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,18
0,,"エリオットの奴がやけにはりきってやがるから
何かと思ってついてきたら酒場のステージだ――",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,19
0,,"そしたら、そこの女にとっつかまっちまった
とにかくここに立ってれば
良いモノが貰えるんだってうるさくてよ",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,20
0,,"全く、これだから若い女は苦手なんだ
――ところで、良いモノってお前がくれるのか？
くだらねぇもんなら要らねぇからな",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,21
0,,"このお祭りは誰にも負けたくない――
そんな思いで今ここにいます",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,22
0,,"このお祭り――
どれだけ信頼されているかをはかるものですよね？
それなら、俺、この中の誰にも
負ける気がしません",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,23
0,,"俺はこれからも、隊長の右腕として
お仕えしていきますから
ぜひ、俺に――！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,24
0,,"最近、部屋にこもりがちだったから
久々に外の空気を吸ったよ
たまには外に出るのも気持ちいいね",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,25
0,,"でも、どうして酒場なんかに呼んだんだい？
このステージで何か始まるのかな",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,26
0,,"だとしたら、僕がここに立ってるのは
何だか妙じゃないかと思うんだけど
いいのかな",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,27
0,,"お呼びいただき有難うございます、覚者さん
酒場なんてなかなか足を運ばないから
なんだかそわそわしちゃいますね",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,28
0,,"リズさんが言うには
なんだか＜素敵なもの＞が
貰えるのだとか――！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,29
0,,"それは、森のみんなにも
分けてあげられるものでしょうか？",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,30
0,,"隊長！　こんな所に呼び出してどうしたの？
＜素敵なもの＞が貰えるって聞いて
みんな張り切っちゃってるよ
――まぁ、私もその一人、なんだけどね！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,31
0,,"ほら、毎日戦ってばっかじゃん？
覚者の務めだから仕方ないんだけど――
たまには羽伸ばしてもいいよね",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,32
0,,"素敵なものってなんだろう
楽しみだなあ！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,33
0,,"なにやら楽しげな催し物が開かれているご様子――
あなたも好意を寄せる方にプレゼントを
されるのでしょう？",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,34
0,,"わたしであれば、そうですね～
破天荒な武勇伝から目が離せない
ガルドリン様――いや、つい先日かの地での
激戦について語って頂いたリズ様でも――",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,35
0,,"あら、覚者様――そこでやっている例のイベント
知ってる？　あたしも気になる人に向けて
アピールしちゃおうかな～",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,36
0,,"やっぱり逞しくてワイルドなガルドリン？
知的でちょっとエキセントリックなクラウス？",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,37
0,,"うーん
でもやっぱりジョゼフ様の下で働くエリオットの方が
安定しているかしら",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,38
0,,――なんだよ、驚かすんじゃねえよ,,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,39
0,,ハッピーバレンタイン、隊長！,,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,40
0,,――ん？　新手の呪文？,,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,41
0,,うふふ、ハッピーバレンタイン！,,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,42
0,,ハッピーバレンタイン！,,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,43
0,,"今もレスタニアは戦ばかりかね？
いかんいかん！
人生には愛とユーモアが必要不可欠だ！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,44
0,,"今回のお祭りはシェリーちゃんが張り切って
準備したものだ！
存分に楽しんでくれ――！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,45
0,,"とっても素敵なお祭りを
レスタニアに広めたくてやって来たの！",,ui\00_message\quest\q60200026.gmd,\quest\q60200026.arc,q60200026.arc,46
